episode,phase,total_reward,steps,epsilon,success
69403,multi,117.0000,18,0.050000,1
69404,multi,-45.0000,161,0.050000,1
69405,multi,43.0000,73,0.050000,1
69406,multi,103.0000,32,0.050000,1
69407,multi,85.0000,31,0.050000,1
69408,multi,105.0000,30,0.050000,1
69409,multi,117.0000,18,0.050000,1
69410,multi,19.0000,97,0.050000,1
69411,multi,79.0000,56,0.050000,1
69412,multi,89.0000,46,0.050000,1
69413,multi,109.0000,26,0.050000,1
69414,multi,3.0000,113,0.050000,1
69415,multi,117.0000,18,0.050000,1
69416,multi,65.0000,70,0.050000,1
69417,multi,-263.0000,303,0.050000,1
69418,multi,117.0000,18,0.050000,1
69419,multi,71.0000,26,0.050000,1
69420,multi,91.0000,44,0.050000,1
69421,multi,-29.0000,145,0.050000,1
69422,multi,101.0000,34,0.050000,1
69423,multi,107.0000,28,0.050000,1
69424,multi,117.0000,18,0.050000,1
69425,multi,97.0000,19,0.050000,1
69426,multi,109.0000,26,0.050000,1
69427,multi,101.0000,34,0.050000,1
69428,multi,115.0000,20,0.050000,1
69429,multi,117.0000,18,0.050000,1
69430,multi,107.0000,28,0.050000,1
69431,multi,61.0000,74,0.050000,1
69432,multi,117.0000,18,0.050000,1
69433,multi,71.0000,45,0.050000,1
69434,multi,113.0000,22,0.050000,1
69435,multi,101.0000,34,0.050000,1
69436,multi,93.0000,23,0.050000,1
69437,multi,117.0000,18,0.050000,1
69438,multi,111.0000,24,0.050000,1
69439,multi,115.0000,20,0.050000,1
69440,multi,-516.0000,350,0.050000,0
69441,multi,27.0000,108,0.050000,1
69442,multi,115.0000,20,0.050000,1
69443,multi,105.0000,30,0.050000,1
69444,multi,117.0000,18,0.050000,1
69445,multi,113.0000,22,0.050000,1
69446,multi,-410.0000,350,0.050000,0
69447,multi,93.0000,42,0.050000,1
69448,multi,91.0000,44,0.050000,1
69449,multi,27.0000,108,0.050000,1
69450,multi,-385.0000,350,0.050000,0
69451,multi,115.0000,20,0.050000,1
69452,multi,115.0000,20,0.050000,1
69453,multi,-21.0000,61,0.050000,1
69454,multi,43.0000,73,0.050000,1
69455,multi,-59.0000,99,0.050000,1
69456,multi,-111.0000,170,0.050000,1
69457,multi,97.0000,38,0.050000,1
69458,multi,117.0000,18,0.050000,1
69459,multi,115.0000,20,0.050000,1
69460,multi,-436.0000,350,0.050000,0
69461,multi,-23.0000,139,0.050000,1
69462,multi,117.0000,18,0.050000,1
69463,multi,77.0000,39,0.050000,1
69464,multi,-347.0000,350,0.050000,0
69465,multi,87.0000,48,0.050000,1
69466,multi,105.0000,30,0.050000,1
69467,multi,73.0000,24,0.050000,1
69468,multi,117.0000,18,0.050000,1
69469,multi,117.0000,18,0.050000,1
69470,multi,111.0000,24,0.050000,1
69471,multi,113.0000,22,0.050000,1
69472,multi,-3.0000,119,0.050000,1
69473,multi,115.0000,20,0.050000,1
69474,multi,-1.0000,79,0.050000,1
69475,multi,117.0000,18,0.050000,1
69476,multi,117.0000,18,0.050000,1
69477,multi,65.0000,51,0.050000,1
69478,multi,67.0000,68,0.050000,1
69479,multi,117.0000,18,0.050000,1
69480,multi,115.0000,20,0.050000,1
69481,multi,71.0000,64,0.050000,1
69482,multi,-7.0000,142,0.050000,1
69483,multi,105.0000,30,0.050000,1
69484,multi,107.0000,28,0.050000,1
69485,multi,-41.0000,100,0.050000,1
69486,multi,97.0000,38,0.050000,1
69487,multi,-29.0000,145,0.050000,1
69488,multi,95.0000,21,0.050000,1
69489,multi,117.0000,18,0.050000,1
69490,multi,95.0000,21,0.050000,1
69491,multi,117.0000,18,0.050000,1
69492,multi,-141.0000,238,0.050000,1
69493,multi,115.0000,20,0.050000,1
69494,multi,107.0000,28,0.050000,1
69495,multi,-103.0000,181,0.050000,1
69496,multi,-37.0000,172,0.050000,1
69497,multi,93.0000,42,0.050000,1
69498,multi,117.0000,18,0.050000,1
69499,multi,99.0000,36,0.050000,1
69500,multi,45.0000,71,0.050000,1
69501,multi,107.0000,28,0.050000,1
69502,multi,111.0000,24,0.050000,1
69503,multi,111.0000,24,0.050000,1
69504,multi,111.0000,24,0.050000,1
69505,multi,111.0000,24,0.050000,1
69506,multi,113.0000,22,0.050000,1
69507,multi,113.0000,22,0.050000,1
69508,multi,93.0000,23,0.050000,1
69509,multi,113.0000,22,0.050000,1
69510,multi,113.0000,22,0.050000,1
69511,multi,109.0000,26,0.050000,1
69512,multi,113.0000,22,0.050000,1
69513,multi,111.0000,24,0.050000,1
69514,multi,113.0000,22,0.050000,1
69515,multi,107.0000,28,0.050000,1
69516,multi,109.0000,26,0.050000,1
69517,multi,111.0000,24,0.050000,1
69518,multi,113.0000,22,0.050000,1
69519,multi,113.0000,22,0.050000,1
69520,multi,113.0000,22,0.050000,1
69521,multi,113.0000,22,0.050000,1
69522,multi,113.0000,22,0.050000,1
69523,multi,113.0000,22,0.050000,1
69524,multi,113.0000,22,0.050000,1
69525,multi,113.0000,22,0.050000,1
69526,multi,107.0000,28,0.050000,1
69527,multi,113.0000,22,0.050000,1
69528,multi,93.0000,23,0.050000,1
69529,multi,111.0000,24,0.050000,1
69530,multi,93.0000,23,0.050000,1
69531,multi,91.0000,25,0.050000,1
69532,multi,113.0000,22,0.050000,1
69533,multi,113.0000,22,0.050000,1
69534,multi,113.0000,22,0.050000,1
69535,multi,113.0000,22,0.050000,1
69536,multi,111.0000,24,0.050000,1
69537,multi,113.0000,22,0.050000,1
69538,multi,111.0000,24,0.050000,1
69539,multi,89.0000,27,0.050000,1
69540,multi,113.0000,22,0.050000,1
69541,multi,111.0000,24,0.050000,1
69542,multi,107.0000,28,0.050000,1
69543,multi,-381.0000,350,0.050000,0
69544,multi,-43.0000,121,0.050000,1
69545,multi,95.0000,21,0.050000,1
69546,multi,65.0000,70,0.050000,1
69547,multi,73.0000,43,0.050000,1
69548,multi,73.0000,62,0.050000,1
69549,multi,-211.0000,270,0.050000,1
69550,multi,117.0000,18,0.050000,1
69551,multi,-127.0000,243,0.050000,1
69552,multi,117.0000,18,0.050000,1
69553,multi,113.0000,22,0.050000,1
69554,multi,117.0000,18,0.050000,1
69555,multi,115.0000,20,0.050000,1
69556,multi,-402.0000,350,0.050000,0
69557,multi,113.0000,22,0.050000,1
69558,multi,97.0000,19,0.050000,1
69559,multi,117.0000,18,0.050000,1
69560,multi,115.0000,20,0.050000,1
69561,multi,91.0000,25,0.050000,1
69562,multi,113.0000,22,0.050000,1
69563,multi,115.0000,20,0.050000,1
69564,multi,117.0000,18,0.050000,1
69565,multi,-419.0000,350,0.050000,0
69566,multi,-41.0000,138,0.050000,1
69567,multi,-334.0000,350,0.050000,0
69568,multi,115.0000,20,0.050000,1
69569,multi,115.0000,20,0.050000,1
69570,multi,103.0000,32,0.050000,1
69571,multi,115.0000,20,0.050000,1
69572,multi,-385.0000,350,0.050000,0
69573,multi,69.0000,47,0.050000,1
69574,multi,-351.0000,350,0.050000,0
69575,multi,57.0000,59,0.050000,1
69576,multi,99.0000,36,0.050000,1
69577,multi,113.0000,22,0.050000,1
69578,multi,115.0000,20,0.050000,1
69579,multi,91.0000,25,0.050000,1
69580,multi,97.0000,19,0.050000,1
69581,multi,-347.0000,350,0.050000,0
69582,multi,-51.0000,186,0.050000,1
69583,multi,97.0000,19,0.050000,1
69584,multi,115.0000,20,0.050000,1
69585,multi,-389.0000,350,0.050000,0
69586,multi,111.0000,24,0.050000,1
69587,multi,117.0000,18,0.050000,1
69588,multi,117.0000,18,0.050000,1
69589,multi,117.0000,18,0.050000,1
69590,multi,117.0000,18,0.050000,1
69591,multi,113.0000,22,0.050000,1
69592,multi,-7.0000,85,0.050000,1
69593,multi,-57.0000,173,0.050000,1
69594,multi,113.0000,22,0.050000,1
69595,multi,105.0000,30,0.050000,1
69596,multi,113.0000,22,0.050000,1
69597,multi,-111.0000,227,0.050000,1
69598,multi,117.0000,18,0.050000,1
69599,multi,115.0000,20,0.050000,1
69600,multi,-281.0000,302,0.050000,1
69601,multi,95.0000,40,0.050000,1
69602,multi,-389.0000,350,0.050000,0
69603,multi,115.0000,20,0.050000,1
69604,multi,99.0000,36,0.050000,1
69605,multi,105.0000,30,0.050000,1
69606,multi,97.0000,19,0.050000,1
69607,multi,-444.0000,350,0.050000,0
69608,multi,105.0000,30,0.050000,1
69609,multi,109.0000,26,0.050000,1
69610,multi,91.0000,25,0.050000,1
69611,multi,-3.0000,100,0.050000,1
69612,multi,49.0000,86,0.050000,1
69613,multi,117.0000,18,0.050000,1
69614,multi,31.0000,85,0.050000,1
69615,multi,21.0000,114,0.050000,1
69616,multi,115.0000,20,0.050000,1
69617,multi,107.0000,28,0.050000,1
69618,multi,115.0000,20,0.050000,1
69619,multi,47.0000,88,0.050000,1
69620,multi,97.0000,38,0.050000,1
69621,multi,115.0000,20,0.050000,1
69622,multi,63.0000,72,0.050000,1
69623,multi,79.0000,37,0.050000,1
69624,multi,117.0000,18,0.050000,1
69625,multi,-49.0000,165,0.050000,1
69626,multi,51.0000,65,0.050000,1
69627,multi,117.0000,18,0.050000,1
69628,multi,117.0000,18,0.050000,1
69629,multi,115.0000,20,0.050000,1
69630,multi,113.0000,22,0.050000,1
69631,multi,-101.0000,217,0.050000,1
69632,multi,81.0000,35,0.050000,1
69633,multi,117.0000,18,0.050000,1
69634,multi,83.0000,52,0.050000,1
69635,multi,109.0000,26,0.050000,1
69636,multi,-39.0000,155,0.050000,1
69637,multi,111.0000,24,0.050000,1
69638,multi,85.0000,50,0.050000,1
69639,multi,-339.0000,350,0.050000,0
69640,multi,117.0000,18,0.050000,1
69641,multi,-461.0000,350,0.050000,0
69642,multi,109.0000,26,0.050000,1
69643,multi,73.0000,43,0.050000,1
69644,multi,93.0000,23,0.050000,1
69645,multi,113.0000,22,0.050000,1
69646,multi,97.0000,19,0.050000,1
69647,multi,117.0000,18,0.050000,1
69648,multi,93.0000,23,0.050000,1
69649,multi,115.0000,20,0.050000,1
69650,multi,115.0000,20,0.050000,1
69651,multi,97.0000,19,0.050000,1
69652,multi,117.0000,18,0.050000,1
69653,multi,117.0000,18,0.050000,1
69654,multi,75.0000,60,0.050000,1
69655,multi,-406.0000,350,0.050000,0
69656,multi,51.0000,65,0.050000,1
69657,multi,77.0000,39,0.050000,1
69658,multi,95.0000,21,0.050000,1
69659,multi,97.0000,19,0.050000,1
69660,multi,-456.0000,350,0.050000,0
69661,multi,97.0000,19,0.050000,1
69662,multi,117.0000,18,0.050000,1
69663,multi,-7.0000,104,0.050000,1
69664,multi,87.0000,48,0.050000,1
69665,multi,-167.0000,302,0.050000,1
69666,multi,117.0000,18,0.050000,1
69667,multi,-419.0000,350,0.050000,0
69668,multi,-31.0000,147,0.050000,1
69669,multi,-431.0000,350,0.050000,0
69670,multi,117.0000,18,0.050000,1
69671,multi,85.0000,50,0.050000,1
69672,multi,117.0000,18,0.050000,1
69673,multi,117.0000,18,0.050000,1
69674,multi,115.0000,20,0.050000,1
69675,multi,-342.0000,350,0.050000,0
69676,multi,-67.0000,126,0.050000,1
69677,multi,101.0000,34,0.050000,1
69678,multi,63.0000,72,0.050000,1
69679,multi,111.0000,24,0.050000,1
69680,multi,-69.0000,185,0.050000,1
69681,multi,-3.0000,119,0.050000,1
69682,multi,115.0000,20,0.050000,1
69683,multi,115.0000,20,0.050000,1
69684,multi,117.0000,18,0.050000,1
69685,multi,97.0000,38,0.050000,1
69686,multi,115.0000,20,0.050000,1
69687,multi,41.0000,56,0.050000,1
69688,multi,79.0000,56,0.050000,1
69689,multi,115.0000,20,0.050000,1
69690,multi,55.0000,61,0.050000,1
69691,multi,111.0000,24,0.050000,1
69692,multi,-478.0000,350,0.050000,0
69693,multi,71.0000,64,0.050000,1
69694,multi,117.0000,18,0.050000,1
69695,multi,113.0000,22,0.050000,1
69696,multi,23.0000,112,0.050000,1
69697,multi,-161.0000,258,0.050000,1
69698,multi,65.0000,70,0.050000,1
69699,multi,55.0000,61,0.050000,1
69700,multi,81.0000,54,0.050000,1
69701,multi,109.0000,26,0.050000,1
69702,multi,87.0000,29,0.050000,1
69703,multi,81.0000,54,0.050000,1
69704,multi,-427.0000,350,0.050000,0
69705,multi,115.0000,20,0.050000,1
69706,multi,113.0000,22,0.050000,1
69707,multi,41.0000,75,0.050000,1
69708,multi,115.0000,20,0.050000,1
69709,multi,87.0000,29,0.050000,1
69710,multi,117.0000,18,0.050000,1
69711,multi,-402.0000,350,0.050000,0
69712,multi,113.0000,22,0.050000,1
69713,multi,5.0000,130,0.050000,1
69714,multi,95.0000,21,0.050000,1
69715,multi,111.0000,24,0.050000,1
69716,multi,-398.0000,350,0.050000,0
69717,multi,117.0000,18,0.050000,1
69718,multi,31.0000,85,0.050000,1
69719,multi,-71.0000,187,0.050000,1
69720,multi,-181.0000,240,0.050000,1
69721,multi,113.0000,22,0.050000,1
69722,multi,73.0000,62,0.050000,1
69723,multi,-63.0000,179,0.050000,1
69724,multi,39.0000,77,0.050000,1
69725,multi,93.0000,23,0.050000,1
69726,multi,101.0000,34,0.050000,1
69727,multi,57.0000,78,0.050000,1
69728,multi,95.0000,21,0.050000,1
69729,multi,67.0000,49,0.050000,1
69730,multi,117.0000,18,0.050000,1
69731,multi,43.0000,92,0.050000,1
69732,multi,113.0000,22,0.050000,1
69733,multi,47.0000,88,0.050000,1
69734,multi,97.0000,19,0.050000,1
69735,multi,117.0000,18,0.050000,1
69736,multi,115.0000,20,0.050000,1
69737,multi,111.0000,24,0.050000,1
69738,multi,21.0000,57,0.050000,1
69739,multi,115.0000,20,0.050000,1
69740,multi,-77.0000,212,0.050000,1
69741,multi,95.0000,21,0.050000,1
69742,multi,113.0000,22,0.050000,1
69743,multi,117.0000,18,0.050000,1
69744,multi,-398.0000,350,0.050000,0
69745,multi,61.0000,55,0.050000,1
69746,multi,-385.0000,350,0.050000,0
69747,multi,55.0000,61,0.050000,1
69748,multi,117.0000,18,0.050000,1
69749,multi,117.0000,18,0.050000,1
69750,multi,97.0000,19,0.050000,1
69751,multi,117.0000,18,0.050000,1
69752,multi,117.0000,18,0.050000,1
69753,multi,117.0000,18,0.050000,1
69754,multi,117.0000,18,0.050000,1
69755,multi,115.0000,20,0.050000,1
69756,multi,115.0000,20,0.050000,1
69757,multi,117.0000,18,0.050000,1
69758,multi,117.0000,18,0.050000,1
69759,multi,117.0000,18,0.050000,1
69760,multi,117.0000,18,0.050000,1
69761,multi,117.0000,18,0.050000,1
69762,multi,111.0000,24,0.050000,1
69763,multi,117.0000,18,0.050000,1
69764,multi,77.0000,20,0.050000,1
69765,multi,117.0000,18,0.050000,1
69766,multi,115.0000,20,0.050000,1
69767,multi,115.0000,20,0.050000,1
69768,multi,115.0000,20,0.050000,1
69769,multi,113.0000,22,0.050000,1
69770,multi,95.0000,21,0.050000,1
69771,multi,117.0000,18,0.050000,1
69772,multi,95.0000,21,0.050000,1
69773,multi,95.0000,21,0.050000,1
69774,multi,117.0000,18,0.050000,1
69775,multi,115.0000,20,0.050000,1
69776,multi,117.0000,18,0.050000,1
69777,multi,117.0000,18,0.050000,1
69778,multi,117.0000,18,0.050000,1
69779,multi,117.0000,18,0.050000,1
69780,multi,113.0000,22,0.050000,1
69781,multi,117.0000,18,0.050000,1
69782,multi,117.0000,18,0.050000,1
69783,multi,117.0000,18,0.050000,1
69784,multi,95.0000,21,0.050000,1
69785,multi,117.0000,18,0.050000,1
69786,multi,115.0000,20,0.050000,1
69787,multi,111.0000,24,0.050000,1
69788,multi,77.0000,20,0.050000,1
69789,multi,117.0000,18,0.050000,1
69790,multi,97.0000,19,0.050000,1
69791,multi,117.0000,18,0.050000,1
69792,multi,111.0000,24,0.050000,1
69793,multi,115.0000,20,0.050000,1
69794,multi,115.0000,20,0.050000,1
69795,multi,97.0000,38,0.050000,1
69796,multi,79.0000,56,0.050000,1
69797,multi,-385.0000,350,0.050000,0
69798,multi,111.0000,24,0.050000,1
69799,multi,75.0000,22,0.050000,1
69800,multi,117.0000,18,0.050000,1
69801,multi,117.0000,18,0.050000,1
69802,multi,111.0000,24,0.050000,1
69803,multi,39.0000,58,0.050000,1
69804,multi,-389.0000,350,0.050000,0
69805,multi,69.0000,66,0.050000,1
69806,multi,-343.0000,350,0.050000,0
69807,multi,97.0000,38,0.050000,1
69808,multi,115.0000,20,0.050000,1
69809,multi,97.0000,19,0.050000,1
69810,multi,-418.0000,350,0.050000,0
69811,multi,109.0000,26,0.050000,1
69812,multi,117.0000,18,0.050000,1
69813,multi,91.0000,44,0.050000,1
69814,multi,107.0000,28,0.050000,1
69815,multi,115.0000,20,0.050000,1
69816,multi,-41.0000,157,0.050000,1
69817,multi,117.0000,18,0.050000,1
69818,multi,107.0000,28,0.050000,1
69819,multi,79.0000,56,0.050000,1
69820,multi,117.0000,18,0.050000,1
69821,multi,-364.0000,350,0.050000,0
69822,multi,101.0000,34,0.050000,1
69823,multi,71.0000,45,0.050000,1
69824,multi,109.0000,26,0.050000,1
69825,multi,63.0000,53,0.050000,1
69826,multi,117.0000,18,0.050000,1
69827,multi,117.0000,18,0.050000,1
69828,multi,117.0000,18,0.050000,1
69829,multi,97.0000,19,0.050000,1
69830,multi,95.0000,21,0.050000,1
69831,multi,117.0000,18,0.050000,1
69832,multi,-364.0000,350,0.050000,0
69833,multi,117.0000,18,0.050000,1
69834,multi,115.0000,20,0.050000,1
69835,multi,117.0000,18,0.050000,1
69836,multi,117.0000,18,0.050000,1
69837,multi,117.0000,18,0.050000,1
69838,multi,97.0000,19,0.050000,1
69839,multi,117.0000,18,0.050000,1
69840,multi,115.0000,20,0.050000,1
69841,multi,-394.0000,350,0.050000,0
69842,multi,117.0000,18,0.050000,1
69843,multi,-251.0000,348,0.050000,1
69844,multi,113.0000,22,0.050000,1
69845,multi,43.0000,92,0.050000,1
69846,multi,117.0000,18,0.050000,1
69847,multi,59.0000,76,0.050000,1
69848,multi,97.0000,38,0.050000,1
69849,multi,-217.0000,295,0.050000,1
69850,multi,91.0000,25,0.050000,1
69851,multi,37.0000,79,0.050000,1
69852,multi,-187.0000,227,0.050000,1
69853,multi,83.0000,52,0.050000,1
69854,multi,95.0000,21,0.050000,1
69855,multi,27.0000,89,0.050000,1
69856,multi,107.0000,28,0.050000,1
69857,multi,73.0000,43,0.050000,1
69858,multi,107.0000,28,0.050000,1
69859,multi,25.0000,91,0.050000,1
69860,multi,87.0000,29,0.050000,1
69861,multi,67.0000,68,0.050000,1
69862,multi,95.0000,21,0.050000,1
69863,multi,113.0000,22,0.050000,1
69864,multi,-283.0000,342,0.050000,1
69865,multi,117.0000,18,0.050000,1
69866,multi,97.0000,19,0.050000,1
69867,multi,67.0000,49,0.050000,1
69868,multi,69.0000,66,0.050000,1
69869,multi,117.0000,18,0.050000,1
69870,multi,101.0000,34,0.050000,1
69871,multi,-87.0000,184,0.050000,1
69872,multi,111.0000,24,0.050000,1
69873,multi,117.0000,18,0.050000,1
69874,multi,117.0000,18,0.050000,1
69875,multi,117.0000,18,0.050000,1
69876,multi,117.0000,18,0.050000,1
69877,multi,117.0000,18,0.050000,1
69878,multi,117.0000,18,0.050000,1
69879,multi,117.0000,18,0.050000,1
69880,multi,95.0000,21,0.050000,1
69881,multi,117.0000,18,0.050000,1
69882,multi,113.0000,22,0.050000,1
69883,multi,115.0000,20,0.050000,1
69884,multi,117.0000,18,0.050000,1
69885,multi,117.0000,18,0.050000,1
69886,multi,91.0000,25,0.050000,1
69887,multi,117.0000,18,0.050000,1
69888,multi,115.0000,20,0.050000,1
69889,multi,41.0000,94,0.050000,1
69890,multi,115.0000,20,0.050000,1
69891,multi,117.0000,18,0.050000,1
69892,multi,117.0000,18,0.050000,1
69893,multi,115.0000,20,0.050000,1
69894,multi,115.0000,20,0.050000,1
69895,multi,85.0000,50,0.050000,1
69896,multi,85.0000,50,0.050000,1
69897,multi,117.0000,18,0.050000,1
69898,multi,-205.0000,321,0.050000,1
69899,multi,117.0000,18,0.050000,1
69900,multi,97.0000,19,0.050000,1
69901,multi,99.0000,36,0.050000,1
69902,multi,81.0000,54,0.050000,1
69903,multi,117.0000,18,0.050000,1
69904,multi,117.0000,18,0.050000,1
69905,multi,89.0000,27,0.050000,1
69906,multi,117.0000,18,0.050000,1
69907,multi,115.0000,20,0.050000,1
69908,multi,117.0000,18,0.050000,1
69909,multi,95.0000,21,0.050000,1
69910,multi,-406.0000,350,0.050000,0
69911,multi,117.0000,18,0.050000,1
69912,multi,89.0000,27,0.050000,1
69913,multi,111.0000,24,0.050000,1
69914,multi,47.0000,69,0.050000,1
69915,multi,115.0000,20,0.050000,1
69916,multi,117.0000,18,0.050000,1
69917,multi,-410.0000,350,0.050000,0
69918,multi,-109.0000,187,0.050000,1
69919,multi,-7.0000,123,0.050000,1
69920,multi,65.0000,51,0.050000,1
69921,multi,115.0000,20,0.050000,1
69922,multi,107.0000,28,0.050000,1
69923,multi,61.0000,55,0.050000,1
69924,multi,7.0000,109,0.050000,1
69925,multi,113.0000,22,0.050000,1
69926,multi,69.0000,66,0.050000,1
69927,multi,43.0000,73,0.050000,1
69928,multi,-77.0000,155,0.050000,1
69929,multi,111.0000,24,0.050000,1
69930,multi,15.0000,101,0.050000,1
69931,multi,109.0000,26,0.050000,1
69932,multi,-247.0000,344,0.050000,1
69933,multi,-143.0000,240,0.050000,1
69934,multi,-53.0000,169,0.050000,1
69935,multi,117.0000,18,0.050000,1
69936,multi,-368.0000,350,0.050000,0
69937,multi,47.0000,88,0.050000,1
69938,multi,113.0000,22,0.050000,1
69939,multi,117.0000,18,0.050000,1
69940,multi,-13.0000,129,0.050000,1
69941,multi,117.0000,18,0.050000,1
69942,multi,-402.0000,350,0.050000,0
69943,multi,85.0000,31,0.050000,1
69944,multi,97.0000,38,0.050000,1
69945,multi,113.0000,22,0.050000,1
69946,multi,117.0000,18,0.050000,1
69947,multi,37.0000,98,0.050000,1
69948,multi,107.0000,28,0.050000,1
69949,multi,115.0000,20,0.050000,1
69950,multi,89.0000,46,0.050000,1
69951,multi,83.0000,52,0.050000,1
69952,multi,113.0000,22,0.050000,1
69953,multi,115.0000,20,0.050000,1
69954,multi,115.0000,20,0.050000,1
69955,multi,95.0000,21,0.050000,1
69956,multi,61.0000,36,0.050000,1
69957,multi,45.0000,71,0.050000,1
69958,multi,95.0000,40,0.050000,1
69959,multi,113.0000,22,0.050000,1
69960,multi,99.0000,36,0.050000,1
69961,multi,115.0000,20,0.050000,1
69962,multi,7.0000,90,0.050000,1
69963,multi,115.0000,20,0.050000,1
69964,multi,-347.0000,350,0.050000,0
69965,multi,77.0000,58,0.050000,1
69966,multi,-63.0000,141,0.050000,1
69967,multi,117.0000,18,0.050000,1
69968,multi,-473.0000,350,0.050000,0
69969,multi,117.0000,18,0.050000,1
69970,multi,97.0000,19,0.050000,1
69971,multi,101.0000,34,0.050000,1
69972,multi,117.0000,18,0.050000,1
69973,multi,1.0000,115,0.050000,1
69974,multi,-195.0000,273,0.050000,1
69975,multi,109.0000,26,0.050000,1
69976,multi,99.0000,36,0.050000,1
69977,multi,115.0000,20,0.050000,1
69978,multi,115.0000,20,0.050000,1
69979,multi,117.0000,18,0.050000,1
69980,multi,117.0000,18,0.050000,1
69981,multi,115.0000,20,0.050000,1
69982,multi,99.0000,36,0.050000,1
69983,multi,65.0000,32,0.050000,1
69984,multi,115.0000,20,0.050000,1
69985,multi,117.0000,18,0.050000,1
69986,multi,11.0000,86,0.050000,1
69987,multi,117.0000,18,0.050000,1
69988,multi,115.0000,20,0.050000,1
69989,multi,117.0000,18,0.050000,1
69990,multi,115.0000,20,0.050000,1
69991,multi,-133.0000,173,0.050000,1
69992,multi,117.0000,18,0.050000,1
69993,multi,117.0000,18,0.050000,1
69994,multi,113.0000,22,0.050000,1
69995,multi,75.0000,22,0.050000,1
69996,multi,113.0000,22,0.050000,1
69997,multi,53.0000,63,0.050000,1
69998,multi,-91.0000,131,0.050000,1
69999,multi,97.0000,19,0.050000,1
70000,multi,23.0000,93,0.050000,1
70001,multi,117.0000,18,0.050000,1
70002,multi,115.0000,20,0.050000,1
70003,multi,115.0000,20,0.050000,1
70004,multi,115.0000,20,0.050000,1
70005,multi,85.0000,31,0.050000,1
70006,multi,115.0000,20,0.050000,1
70007,multi,117.0000,18,0.050000,1
70008,multi,111.0000,24,0.050000,1
70009,multi,75.0000,22,0.050000,1
70010,multi,113.0000,22,0.050000,1
70011,multi,113.0000,22,0.050000,1
70012,multi,117.0000,18,0.050000,1
70013,multi,97.0000,19,0.050000,1
70014,multi,115.0000,20,0.050000,1
70015,multi,117.0000,18,0.050000,1
70016,multi,117.0000,18,0.050000,1
70017,multi,117.0000,18,0.050000,1
70018,multi,117.0000,18,0.050000,1
70019,multi,33.0000,64,0.050000,1
70020,multi,115.0000,20,0.050000,1
70021,multi,117.0000,18,0.050000,1
70022,multi,117.0000,18,0.050000,1
70023,multi,117.0000,18,0.050000,1
70024,multi,97.0000,19,0.050000,1
70025,multi,115.0000,20,0.050000,1
70026,multi,115.0000,20,0.050000,1
70027,multi,77.0000,20,0.050000,1
70028,multi,113.0000,22,0.050000,1
70029,multi,117.0000,18,0.050000,1
70030,multi,117.0000,18,0.050000,1
70031,multi,117.0000,18,0.050000,1
70032,multi,117.0000,18,0.050000,1
70033,multi,117.0000,18,0.050000,1
70034,multi,115.0000,20,0.050000,1
70035,multi,117.0000,18,0.050000,1
70036,multi,117.0000,18,0.050000,1
70037,multi,113.0000,22,0.050000,1
70038,multi,115.0000,20,0.050000,1
70039,multi,117.0000,18,0.050000,1
70040,multi,117.0000,18,0.050000,1
70041,multi,117.0000,18,0.050000,1
70042,multi,-13.0000,148,0.050000,1
70043,multi,115.0000,20,0.050000,1
70044,multi,19.0000,78,0.050000,1
70045,multi,61.0000,74,0.050000,1
70046,multi,117.0000,18,0.050000,1
70047,multi,117.0000,18,0.050000,1
70048,multi,117.0000,18,0.050000,1
70049,multi,97.0000,19,0.050000,1
70050,multi,85.0000,50,0.050000,1
70051,multi,117.0000,18,0.050000,1
70052,multi,57.0000,40,0.050000,1
70053,multi,117.0000,18,0.050000,1
70054,multi,-372.0000,350,0.050000,0
70055,multi,107.0000,28,0.050000,1
70056,multi,-47.0000,125,0.050000,1
70057,multi,95.0000,21,0.050000,1
70058,multi,111.0000,24,0.050000,1
70059,multi,77.0000,39,0.050000,1
70060,multi,93.0000,23,0.050000,1
70061,multi,95.0000,40,0.050000,1
70062,multi,63.0000,72,0.050000,1
70063,multi,97.0000,19,0.050000,1
70064,multi,-203.0000,300,0.050000,1
70065,multi,-119.0000,254,0.050000,1
70066,multi,-398.0000,350,0.050000,0
70067,multi,-101.0000,198,0.050000,1
70068,multi,111.0000,24,0.050000,1
70069,multi,113.0000,22,0.050000,1
70070,multi,115.0000,20,0.050000,1
70071,multi,55.0000,61,0.050000,1
70072,multi,33.0000,83,0.050000,1
70073,multi,115.0000,20,0.050000,1
70074,multi,53.0000,63,0.050000,1
70075,multi,115.0000,20,0.050000,1
70076,multi,117.0000,18,0.050000,1
70077,multi,-499.0000,350,0.050000,0
70078,multi,97.0000,38,0.050000,1
70079,multi,117.0000,18,0.050000,1
70080,multi,-359.0000,350,0.050000,0
70081,multi,113.0000,22,0.050000,1
70082,multi,-147.0000,225,0.050000,1
70083,multi,23.0000,93,0.050000,1
70084,multi,95.0000,21,0.050000,1
70085,multi,-123.0000,125,0.050000,1
70086,multi,23.0000,112,0.050000,1
70087,multi,-457.0000,350,0.050000,0
70088,multi,117.0000,18,0.050000,1
70089,multi,9.0000,88,0.050000,1
70090,multi,115.0000,20,0.050000,1
70091,multi,117.0000,18,0.050000,1
70092,multi,115.0000,20,0.050000,1
70093,multi,-5.0000,102,0.050000,1
70094,multi,117.0000,18,0.050000,1
70095,multi,53.0000,82,0.050000,1
