episode,phase,total_reward,steps,epsilon,success
4617,multi,91.0000,25,0.099353,1
4618,multi,97.0000,19,0.099303,1
4619,multi,97.0000,19,0.099254,1
4620,multi,117.0000,18,0.099204,1
4621,multi,115.0000,20,0.099154,1
4622,multi,117.0000,18,0.099105,1
4623,multi,117.0000,18,0.099055,1
4624,multi,-516.0000,350,0.099006,0
4625,multi,113.0000,22,0.098956,1
4626,multi,117.0000,18,0.098907,1
4627,multi,41.0000,56,0.098857,1
4628,multi,-1.0000,117,0.098808,1
4629,multi,-159.0000,180,0.098758,1
4630,multi,79.0000,56,0.098709,1
4631,multi,77.0000,20,0.098660,1
4632,multi,113.0000,22,0.098610,1
4633,multi,117.0000,18,0.098561,1
4634,multi,29.0000,87,0.098512,1
4635,multi,117.0000,18,0.098462,1
4636,multi,1.0000,77,0.098413,1
4637,multi,117.0000,18,0.098364,1
4638,multi,111.0000,24,0.098315,1
4639,multi,117.0000,18,0.098266,1
4640,multi,43.0000,73,0.098217,1
4641,multi,75.0000,22,0.098167,1
4642,multi,93.0000,23,0.098118,1
4643,multi,115.0000,20,0.098069,1
4644,multi,117.0000,18,0.098020,1
4645,multi,99.0000,36,0.097971,1
4646,multi,97.0000,19,0.097922,1
4647,multi,115.0000,20,0.097873,1
4648,multi,9.0000,69,0.097824,1
4649,multi,11.0000,105,0.097775,1
4650,multi,97.0000,19,0.097727,1
4651,multi,-498.0000,350,0.097678,0
4652,multi,-179.0000,181,0.097629,1
4653,multi,91.0000,25,0.097580,1
4654,multi,47.0000,69,0.097531,1
4655,multi,109.0000,26,0.097483,1
4656,multi,117.0000,18,0.097434,1
4657,multi,85.0000,31,0.097385,1
4658,multi,115.0000,20,0.097336,1
4659,multi,117.0000,18,0.097288,1
4660,multi,117.0000,18,0.097239,1
4661,multi,93.0000,23,0.097190,1
4662,multi,85.0000,50,0.097142,1
4663,multi,115.0000,20,0.097093,1
4664,multi,-81.0000,159,0.097045,1
4665,multi,93.0000,23,0.096996,1
4666,multi,117.0000,18,0.096948,1
4667,multi,115.0000,20,0.096899,1
4668,multi,65.0000,70,0.096851,1
4669,multi,111.0000,24,0.096802,1
4670,multi,115.0000,20,0.096754,1
4671,multi,-537.0000,350,0.096706,0
4672,multi,117.0000,18,0.096657,1
4673,multi,-119.0000,159,0.096609,1
4674,multi,105.0000,30,0.096561,1
4675,multi,97.0000,38,0.096512,1
4676,multi,73.0000,24,0.096464,1
4677,multi,93.0000,23,0.096416,1
4678,multi,117.0000,18,0.096368,1
4679,multi,61.0000,74,0.096319,1
4680,multi,115.0000,20,0.096271,1
4681,multi,-664.0000,350,0.096223,0
4682,multi,115.0000,20,0.096175,1
4683,multi,11.0000,86,0.096127,1
4684,multi,49.0000,67,0.096079,1
4685,multi,73.0000,24,0.096031,1
4686,multi,-59.0000,118,0.095983,1
4687,multi,117.0000,18,0.095935,1
4688,multi,107.0000,28,0.095887,1
4689,multi,97.0000,38,0.095839,1
4690,multi,117.0000,18,0.095791,1
4691,multi,95.0000,21,0.095743,1
4692,multi,-55.0000,114,0.095695,1
4693,multi,71.0000,64,0.095647,1
4694,multi,115.0000,20,0.095600,1
4695,multi,117.0000,18,0.095552,1
4696,multi,103.0000,32,0.095504,1
4697,multi,97.0000,19,0.095456,1
4698,multi,87.0000,29,0.095409,1
4699,multi,65.0000,51,0.095361,1
4700,multi,115.0000,20,0.095313,1
4701,multi,115.0000,20,0.095265,1
4702,multi,99.0000,36,0.095218,1
4703,multi,117.0000,18,0.095170,1
4704,multi,93.0000,23,0.095123,1
4705,multi,117.0000,18,0.095075,1
4706,multi,21.0000,57,0.095028,1
4707,multi,-1.0000,79,0.094980,1
4708,multi,-305.0000,269,0.094933,1
4709,multi,43.0000,92,0.094885,1
4710,multi,111.0000,24,0.094838,1
4711,multi,97.0000,19,0.094790,1
4712,multi,93.0000,23,0.094743,1
4713,multi,-97.0000,175,0.094695,1
4714,multi,115.0000,20,0.094648,1
4715,multi,117.0000,18,0.094601,1
4716,multi,113.0000,22,0.094553,1
4717,multi,117.0000,18,0.094506,1
4718,multi,97.0000,19,0.094459,1
4719,multi,113.0000,22,0.094412,1
4720,multi,97.0000,19,0.094365,1
4721,multi,73.0000,43,0.094317,1
4722,multi,91.0000,25,0.094270,1
4723,multi,85.0000,31,0.094223,1
4724,multi,-87.0000,165,0.094176,1
4725,multi,15.0000,44,0.094129,1
4726,multi,117.0000,18,0.094082,1
4727,multi,15.0000,63,0.094035,1
4728,multi,115.0000,20,0.093988,1
4729,multi,-45.0000,104,0.093941,1
4730,multi,115.0000,20,0.093894,1
4731,multi,77.0000,39,0.093847,1
4732,multi,115.0000,20,0.093800,1
4733,multi,57.0000,40,0.093753,1
4734,multi,117.0000,18,0.093706,1
4735,multi,113.0000,22,0.093659,1
4736,multi,117.0000,18,0.093612,1
4737,multi,95.0000,21,0.093566,1
4738,multi,97.0000,19,0.093519,1
4739,multi,115.0000,20,0.093472,1
4740,multi,115.0000,20,0.093425,1
4741,multi,115.0000,20,0.093379,1
4742,multi,-461.0000,350,0.093332,0
4743,multi,113.0000,22,0.093285,1
4744,multi,111.0000,24,0.093239,1
4745,multi,97.0000,19,0.093192,1
4746,multi,77.0000,58,0.093145,1
4747,multi,-490.0000,350,0.093099,0
4748,multi,-15.0000,55,0.093052,1
4749,multi,71.0000,26,0.093006,1
4750,multi,115.0000,20,0.092959,1
4751,multi,117.0000,18,0.092913,1
4752,multi,117.0000,18,0.092866,1
4753,multi,117.0000,18,0.092820,1
4754,multi,113.0000,22,0.092773,1
4755,multi,117.0000,18,0.092727,1
4756,multi,115.0000,20,0.092681,1
4757,multi,91.0000,25,0.092634,1
4758,multi,117.0000,18,0.092588,1
4759,multi,113.0000,22,0.092542,1
4760,multi,117.0000,18,0.092496,1
4761,multi,115.0000,20,0.092449,1
4762,multi,117.0000,18,0.092403,1
4763,multi,115.0000,20,0.092357,1
4764,multi,97.0000,19,0.092311,1
4765,multi,113.0000,22,0.092265,1
4766,multi,117.0000,18,0.092218,1
4767,multi,77.0000,20,0.092172,1
4768,multi,115.0000,20,0.092126,1
4769,multi,115.0000,20,0.092080,1
4770,multi,91.0000,25,0.092034,1
4771,multi,115.0000,20,0.091988,1
4772,multi,97.0000,19,0.091942,1
4773,multi,113.0000,22,0.091896,1
4774,multi,97.0000,19,0.091850,1
4775,multi,117.0000,18,0.091804,1
4776,multi,117.0000,18,0.091758,1
4777,multi,117.0000,18,0.091712,1
4778,multi,117.0000,18,0.091667,1
4779,multi,117.0000,18,0.091621,1
4780,multi,115.0000,20,0.091575,1
4781,multi,95.0000,21,0.091529,1
4782,multi,117.0000,18,0.091483,1
4783,multi,115.0000,20,0.091438,1
4784,multi,97.0000,19,0.091392,1
4785,multi,117.0000,18,0.091346,1
4786,multi,75.0000,22,0.091301,1
4787,multi,93.0000,23,0.091255,1
4788,multi,117.0000,18,0.091209,1
4789,multi,55.0000,23,0.091164,1
4790,multi,115.0000,20,0.091118,1
4791,multi,79.0000,37,0.091073,1
4792,multi,117.0000,18,0.091027,1
4793,multi,-145.0000,242,0.090981,1
4794,multi,-105.0000,221,0.090936,1
4795,multi,47.0000,88,0.090891,1
4796,multi,-41.0000,81,0.090845,1
4797,multi,89.0000,27,0.090800,1
4798,multi,95.0000,21,0.090754,1
4799,multi,115.0000,20,0.090709,1
4800,multi,-171.0000,173,0.090664,1
4801,multi,39.0000,96,0.090618,1
4802,multi,-97.0000,156,0.090573,1
4803,multi,-125.0000,165,0.090528,1
4804,multi,27.0000,70,0.090482,1
4805,multi,-37.0000,96,0.090437,1
4806,multi,61.0000,55,0.090392,1
4807,multi,113.0000,22,0.090347,1
4808,multi,-67.0000,126,0.090302,1
4809,multi,-15.0000,112,0.090256,1
4810,multi,-5.0000,83,0.090211,1
4811,multi,19.0000,116,0.090166,1
4812,multi,75.0000,41,0.090121,1
4813,multi,81.0000,35,0.090076,1
4814,multi,49.0000,67,0.090031,1
4815,multi,117.0000,18,0.089986,1
4816,multi,7.0000,90,0.089941,1
4817,multi,43.0000,54,0.089896,1
4818,multi,95.0000,21,0.089851,1
4819,multi,115.0000,20,0.089806,1
4820,multi,-79.0000,138,0.089761,1
4821,multi,-123.0000,144,0.089716,1
4822,multi,117.0000,18,0.089671,1
4823,multi,97.0000,19,0.089627,1
4824,multi,39.0000,77,0.089582,1
4825,multi,63.0000,53,0.089537,1
4826,multi,75.0000,22,0.089492,1
4827,multi,95.0000,21,0.089447,1
4828,multi,111.0000,24,0.089403,1
4829,multi,-305.0000,250,0.089358,1
4830,multi,77.0000,20,0.089313,1
4831,multi,-457.0000,350,0.089269,0
4832,multi,113.0000,22,0.089224,1
4833,multi,31.0000,47,0.089179,1
4834,multi,79.0000,56,0.089135,1
4835,multi,-165.0000,243,0.089090,1
4836,multi,97.0000,19,0.089046,1
4837,multi,97.0000,19,0.089001,1
4838,multi,99.0000,36,0.088957,1
4839,multi,117.0000,18,0.088912,1
4840,multi,117.0000,18,0.088868,1
4841,multi,-520.0000,350,0.088823,0
4842,multi,117.0000,18,0.088779,1
4843,multi,113.0000,22,0.088735,1
4844,multi,75.0000,22,0.088690,1
4845,multi,97.0000,19,0.088646,1
4846,multi,63.0000,72,0.088602,1
4847,multi,117.0000,18,0.088557,1
4848,multi,-537.0000,350,0.088513,0
4849,multi,117.0000,18,0.088469,1
4850,multi,73.0000,43,0.088424,1
4851,multi,93.0000,23,0.088380,1
4852,multi,115.0000,20,0.088336,1
4853,multi,111.0000,24,0.088292,1
4854,multi,91.0000,44,0.088248,1
4855,multi,117.0000,18,0.088204,1
4856,multi,75.0000,60,0.088160,1
4857,multi,115.0000,20,0.088115,1
4858,multi,117.0000,18,0.088071,1
4859,multi,97.0000,19,0.088027,1
4860,multi,113.0000,22,0.087983,1
4861,multi,67.0000,30,0.087939,1
4862,multi,-414.0000,350,0.087895,0
4863,multi,55.0000,61,0.087851,1
4864,multi,-495.0000,350,0.087808,0
4865,multi,107.0000,28,0.087764,1
4866,multi,-389.0000,350,0.087720,0
4867,multi,-423.0000,350,0.087676,0
4868,multi,1.0000,115,0.087632,1
4869,multi,107.0000,28,0.087588,1
4870,multi,115.0000,20,0.087544,1
4871,multi,83.0000,33,0.087501,1
4872,multi,29.0000,87,0.087457,1
4873,multi,115.0000,20,0.087413,1
4874,multi,117.0000,18,0.087369,1
4875,multi,43.0000,73,0.087326,1
4876,multi,115.0000,20,0.087282,1
4877,multi,73.0000,24,0.087238,1
4878,multi,73.0000,24,0.087195,1
4879,multi,109.0000,26,0.087151,1
4880,multi,115.0000,20,0.087108,1
4881,multi,-642.0000,350,0.087064,0
4882,multi,117.0000,18,0.087021,1
4883,multi,69.0000,28,0.086977,1
4884,multi,117.0000,18,0.086934,1
4885,multi,99.0000,36,0.086890,1
4886,multi,61.0000,36,0.086847,1
4887,multi,-3.0000,81,0.086803,1
4888,multi,79.0000,56,0.086760,1
4889,multi,67.0000,68,0.086716,1
4890,multi,103.0000,32,0.086673,1
4891,multi,-137.0000,177,0.086630,1
4892,multi,-592.0000,350,0.086586,0
4893,multi,-477.0000,350,0.086543,0
4894,multi,-139.0000,141,0.086500,1
4895,multi,-375.0000,320,0.086457,1
4896,multi,59.0000,38,0.086413,1
4897,multi,-205.0000,226,0.086370,1
4898,multi,117.0000,18,0.086327,1
4899,multi,3.0000,75,0.086284,1
4900,multi,83.0000,52,0.086241,1
4901,multi,31.0000,85,0.086198,1
4902,multi,115.0000,20,0.086155,1
4903,multi,77.0000,58,0.086111,1
4904,multi,59.0000,57,0.086068,1
4905,multi,-19.0000,97,0.086025,1
4906,multi,105.0000,30,0.085982,1
4907,multi,97.0000,19,0.085939,1
4908,multi,-515.0000,350,0.085896,0
4909,multi,63.0000,34,0.085853,1
4910,multi,25.0000,72,0.085810,1
4911,multi,105.0000,30,0.085768,1
4912,multi,-267.0000,250,0.085725,1
4913,multi,117.0000,18,0.085682,1
4914,multi,-61.0000,120,0.085639,1
4915,multi,107.0000,28,0.085596,1
4916,multi,79.0000,56,0.085553,1
4917,multi,111.0000,24,0.085511,1
4918,multi,63.0000,34,0.085468,1
4919,multi,57.0000,59,0.085425,1
4920,multi,47.0000,50,0.085382,1
4921,multi,69.0000,28,0.085340,1
4922,multi,91.0000,44,0.085297,1
4923,multi,-55.0000,114,0.085254,1
4924,multi,113.0000,22,0.085212,1
4925,multi,91.0000,25,0.085169,1
4926,multi,95.0000,21,0.085127,1
4927,multi,-347.0000,330,0.085084,1
4928,multi,111.0000,24,0.085041,1
4929,multi,85.0000,31,0.084999,1
4930,multi,-516.0000,350,0.084956,0
4931,multi,87.0000,48,0.084914,1
4932,multi,115.0000,20,0.084872,1
4933,multi,115.0000,20,0.084829,1
4934,multi,-225.0000,208,0.084787,1
4935,multi,27.0000,70,0.084744,1
4936,multi,89.0000,27,0.084702,1
4937,multi,-17.0000,133,0.084660,1
4938,multi,113.0000,22,0.084617,1
4939,multi,9.0000,107,0.084575,1
4940,multi,-257.0000,202,0.084533,1
4941,multi,93.0000,23,0.084490,1
4942,multi,-269.0000,347,0.084448,1
4943,multi,-75.0000,153,0.084406,1
4944,multi,109.0000,26,0.084364,1
4945,multi,113.0000,22,0.084322,1
4946,multi,69.0000,47,0.084279,1
4947,multi,-499.0000,350,0.084237,0
4948,multi,67.0000,49,0.084195,1
4949,multi,117.0000,18,0.084153,1
4950,multi,23.0000,74,0.084111,1
4951,multi,97.0000,38,0.084069,1
4952,multi,-647.0000,350,0.084027,0
4953,multi,39.0000,77,0.083985,1
4954,multi,-185.0000,206,0.083943,1
4955,multi,97.0000,38,0.083901,1
4956,multi,73.0000,24,0.083859,1
4957,multi,67.0000,68,0.083817,1
4958,multi,109.0000,26,0.083775,1
4959,multi,-528.0000,350,0.083733,0
4960,multi,107.0000,28,0.083691,1
4961,multi,101.0000,34,0.083649,1
4962,multi,117.0000,18,0.083608,1
4963,multi,115.0000,20,0.083566,1
4964,multi,111.0000,24,0.083524,1
4965,multi,23.0000,93,0.083482,1
4966,multi,113.0000,22,0.083441,1
4967,multi,29.0000,68,0.083399,1
4968,multi,-372.0000,350,0.083357,0
4969,multi,115.0000,20,0.083315,1
4970,multi,65.0000,32,0.083274,1
4971,multi,109.0000,26,0.083232,1
4972,multi,117.0000,18,0.083191,1
4973,multi,81.0000,35,0.083149,1
4974,multi,-107.0000,147,0.083107,1
4975,multi,83.0000,33,0.083066,1
4976,multi,105.0000,30,0.083024,1
4977,multi,73.0000,43,0.082983,1
4978,multi,11.0000,86,0.082941,1
4979,multi,115.0000,20,0.082900,1
4980,multi,113.0000,22,0.082858,1
4981,multi,99.0000,36,0.082817,1
4982,multi,113.0000,22,0.082776,1
4983,multi,113.0000,22,0.082734,1
4984,multi,107.0000,28,0.082693,1
4985,multi,97.0000,19,0.082651,1
4986,multi,115.0000,20,0.082610,1
4987,multi,117.0000,18,0.082569,1
4988,multi,-402.0000,350,0.082527,0
4989,multi,-227.0000,210,0.082486,1
4990,multi,111.0000,24,0.082445,1
4991,multi,107.0000,28,0.082404,1
4992,multi,101.0000,34,0.082363,1
4993,multi,67.0000,49,0.082321,1
4994,multi,-604.0000,350,0.082280,0
4995,multi,113.0000,22,0.082239,1
4996,multi,107.0000,28,0.082198,1
4997,multi,115.0000,20,0.082157,1
4998,multi,-97.0000,175,0.082116,1
4999,multi,95.0000,21,0.082075,1
5000,multi,97.0000,19,0.082034,1
5001,multi,115.0000,20,0.081993,1
5002,multi,113.0000,22,0.081952,1
5003,multi,115.0000,20,0.081911,1
5004,multi,95.0000,21,0.081870,1
5005,multi,97.0000,19,0.081829,1
5006,multi,115.0000,20,0.081788,1
5007,multi,95.0000,21,0.081747,1
5008,multi,97.0000,19,0.081706,1
5009,multi,113.0000,22,0.081665,1
5010,multi,111.0000,24,0.081624,1
5011,multi,117.0000,18,0.081584,1
5012,multi,97.0000,19,0.081543,1
5013,multi,117.0000,18,0.081502,1
5014,multi,115.0000,20,0.081461,1
5015,multi,117.0000,18,0.081421,1
5016,multi,115.0000,20,0.081380,1
5017,multi,93.0000,23,0.081339,1
5018,multi,97.0000,19,0.081299,1
5019,multi,95.0000,21,0.081258,1
5020,multi,117.0000,18,0.081217,1
5021,multi,97.0000,19,0.081177,1
5022,multi,97.0000,19,0.081136,1
5023,multi,117.0000,18,0.081095,1
5024,multi,117.0000,18,0.081055,1
5025,multi,97.0000,19,0.081014,1
5026,multi,117.0000,18,0.080974,1
5027,multi,115.0000,20,0.080933,1
5028,multi,115.0000,20,0.080893,1
5029,multi,115.0000,20,0.080852,1
5030,multi,115.0000,20,0.080812,1
5031,multi,113.0000,22,0.080772,1
5032,multi,117.0000,18,0.080731,1
5033,multi,113.0000,22,0.080691,1
5034,multi,117.0000,18,0.080651,1
5035,multi,97.0000,19,0.080610,1
5036,multi,93.0000,23,0.080570,1
5037,multi,115.0000,20,0.080530,1
5038,multi,115.0000,20,0.080489,1
5039,multi,117.0000,18,0.080449,1
5040,multi,115.0000,20,0.080409,1
5041,multi,113.0000,22,0.080369,1
5042,multi,115.0000,20,0.080329,1
5043,multi,-7.0000,142,0.080288,1
5044,multi,21.0000,57,0.080248,1
5045,multi,115.0000,20,0.080208,1
5046,multi,-279.0000,300,0.080168,1
5047,multi,19.0000,78,0.080128,1
5048,multi,107.0000,28,0.080088,1
5049,multi,113.0000,22,0.080048,1
5050,multi,87.0000,29,0.080008,1
5051,multi,59.0000,76,0.079968,1
5052,multi,81.0000,35,0.079928,1
5053,multi,117.0000,18,0.079888,1
5054,multi,53.0000,63,0.079848,1
5055,multi,-111.0000,189,0.079808,1
5056,multi,97.0000,19,0.079768,1
5057,multi,105.0000,30,0.079728,1
5058,multi,-7.0000,104,0.079688,1
5059,multi,113.0000,22,0.079648,1
5060,multi,49.0000,29,0.079609,1
5061,multi,93.0000,23,0.079569,1
5062,multi,97.0000,38,0.079529,1
5063,multi,-9.0000,87,0.079489,1
5064,multi,117.0000,18,0.079450,1
5065,multi,117.0000,18,0.079410,1
5066,multi,117.0000,18,0.079370,1
5067,multi,41.0000,56,0.079330,1
5068,multi,97.0000,19,0.079291,1
5069,multi,45.0000,90,0.079251,1
5070,multi,117.0000,18,0.079211,1
5071,multi,115.0000,20,0.079172,1
5072,multi,57.0000,78,0.079132,1
5073,multi,115.0000,20,0.079093,1
5074,multi,-595.0000,350,0.079053,0
5075,multi,59.0000,38,0.079014,1
5076,multi,117.0000,18,0.078974,1
5077,multi,115.0000,20,0.078935,1
5078,multi,109.0000,26,0.078895,1
5079,multi,117.0000,18,0.078856,1
5080,multi,115.0000,20,0.078816,1
5081,multi,117.0000,18,0.078777,1
5082,multi,115.0000,20,0.078738,1
5083,multi,117.0000,18,0.078698,1
5084,multi,101.0000,34,0.078659,1
5085,multi,95.0000,21,0.078619,1
5086,multi,115.0000,20,0.078580,1
5087,multi,93.0000,23,0.078541,1
5088,multi,117.0000,18,0.078502,1
5089,multi,113.0000,22,0.078462,1
5090,multi,-5.0000,83,0.078423,1
5091,multi,37.0000,79,0.078384,1
5092,multi,113.0000,22,0.078345,1
5093,multi,1.0000,115,0.078306,1
5094,multi,117.0000,18,0.078266,1
5095,multi,99.0000,36,0.078227,1
5096,multi,45.0000,71,0.078188,1
5097,multi,55.0000,61,0.078149,1
5098,multi,3.0000,94,0.078110,1
5099,multi,113.0000,22,0.078071,1
5100,multi,47.0000,50,0.078032,1
5101,multi,-486.0000,350,0.077993,0
5102,multi,-3.0000,119,0.077954,1
5103,multi,117.0000,18,0.077915,1
5104,multi,103.0000,32,0.077876,1
5105,multi,71.0000,45,0.077837,1
5106,multi,91.0000,25,0.077798,1
5107,multi,97.0000,19,0.077759,1
5108,multi,59.0000,57,0.077720,1
5109,multi,-389.0000,350,0.077681,0
5110,multi,35.0000,81,0.077643,1
5111,multi,27.0000,70,0.077604,1
5112,multi,111.0000,24,0.077565,1
5113,multi,113.0000,22,0.077526,1
5114,multi,59.0000,76,0.077487,1
5115,multi,117.0000,18,0.077449,1
5116,multi,111.0000,24,0.077410,1
5117,multi,117.0000,18,0.077371,1
5118,multi,89.0000,27,0.077333,1
5119,multi,-45.0000,123,0.077294,1
5120,multi,117.0000,18,0.077255,1
5121,multi,111.0000,24,0.077217,1
5122,multi,115.0000,20,0.077178,1
5123,multi,113.0000,22,0.077139,1
5124,multi,95.0000,21,0.077101,1
5125,multi,-502.0000,350,0.077062,0
5126,multi,113.0000,22,0.077024,1
5127,multi,117.0000,18,0.076985,1
5128,multi,117.0000,18,0.076947,1
5129,multi,81.0000,54,0.076908,1
5130,multi,113.0000,22,0.076870,1
5131,multi,117.0000,18,0.076831,1
5132,multi,115.0000,20,0.076793,1
5133,multi,115.0000,20,0.076755,1
5134,multi,93.0000,42,0.076716,1
5135,multi,-225.0000,284,0.076678,1
5136,multi,-423.0000,350,0.076640,0
5137,multi,55.0000,61,0.076601,1
5138,multi,15.0000,63,0.076563,1
5139,multi,113.0000,22,0.076525,1
5140,multi,-545.0000,350,0.076486,0
5141,multi,-119.0000,216,0.076448,1
5142,multi,49.0000,86,0.076410,1
5143,multi,-153.0000,231,0.076372,1
5144,multi,97.0000,38,0.076334,1
5145,multi,115.0000,20,0.076295,1
5146,multi,41.0000,94,0.076257,1
5147,multi,103.0000,32,0.076219,1
5148,multi,95.0000,21,0.076181,1
5149,multi,-499.0000,350,0.076143,0
5150,multi,115.0000,20,0.076105,1
5151,multi,-389.0000,350,0.076067,0
5152,multi,33.0000,83,0.076029,1
5153,multi,97.0000,19,0.075991,1
5154,multi,103.0000,32,0.075953,1
5155,multi,-101.0000,160,0.075915,1
5156,multi,-67.0000,164,0.075877,1
5157,multi,117.0000,18,0.075839,1
5158,multi,109.0000,26,0.075801,1
5159,multi,89.0000,46,0.075763,1
5160,multi,111.0000,24,0.075725,1
5161,multi,-13.0000,91,0.075687,1
5162,multi,111.0000,24,0.075649,1
5163,multi,-385.0000,350,0.075612,0
5164,multi,-213.0000,253,0.075574,1
5165,multi,115.0000,20,0.075536,1
5166,multi,111.0000,24,0.075498,1
5167,multi,7.0000,90,0.075460,1
5168,multi,117.0000,18,0.075423,1
5169,multi,39.0000,58,0.075385,1
5170,multi,101.0000,34,0.075347,1
5171,multi,107.0000,28,0.075310,1
5172,multi,-5.0000,102,0.075272,1
5173,multi,65.0000,32,0.075234,1
5174,multi,97.0000,19,0.075197,1
5175,multi,117.0000,18,0.075159,1
5176,multi,-209.0000,268,0.075122,1
5177,multi,-17.0000,133,0.075084,1
5178,multi,115.0000,20,0.075046,1
5179,multi,-39.0000,117,0.075009,1
5180,multi,115.0000,20,0.074971,1
5181,multi,103.0000,32,0.074934,1
5182,multi,111.0000,24,0.074897,1
5183,multi,1.0000,115,0.074859,1
5184,multi,97.0000,38,0.074822,1
5185,multi,95.0000,21,0.074784,1
5186,multi,117.0000,18,0.074747,1
5187,multi,29.0000,87,0.074709,1
5188,multi,29.0000,87,0.074672,1
5189,multi,117.0000,18,0.074635,1
5190,multi,95.0000,21,0.074597,1
5191,multi,117.0000,18,0.074560,1
5192,multi,91.0000,44,0.074523,1
5193,multi,35.0000,81,0.074486,1
5194,multi,117.0000,18,0.074448,1
5195,multi,55.0000,61,0.074411,1
5196,multi,-43.0000,121,0.074374,1
5197,multi,71.0000,64,0.074337,1
5198,multi,45.0000,52,0.074300,1
5199,multi,41.0000,37,0.074262,1
5200,multi,-35.0000,113,0.074225,1
5201,multi,115.0000,20,0.074188,1
5202,multi,87.0000,29,0.074151,1
5203,multi,115.0000,20,0.074114,1
5204,multi,111.0000,24,0.074077,1
5205,multi,77.0000,58,0.074040,1
5206,multi,85.0000,50,0.074003,1
5207,multi,117.0000,18,0.073966,1
5208,multi,91.0000,25,0.073929,1
5209,multi,117.0000,18,0.073892,1
5210,multi,111.0000,24,0.073855,1
5211,multi,117.0000,18,0.073818,1
5212,multi,101.0000,34,0.073781,1
5213,multi,115.0000,20,0.073744,1
5214,multi,83.0000,33,0.073707,1
5215,multi,117.0000,18,0.073671,1
5216,multi,89.0000,27,0.073634,1
5217,multi,117.0000,18,0.073597,1
5218,multi,115.0000,20,0.073560,1
5219,multi,41.0000,56,0.073523,1
5220,multi,-5.0000,64,0.073487,1
5221,multi,-87.0000,108,0.073450,1
5222,multi,-221.0000,261,0.073413,1
5223,multi,-171.0000,192,0.073376,1
5224,multi,117.0000,18,0.073340,1
5225,multi,-85.0000,125,0.073303,1
5226,multi,-207.0000,228,0.073266,1
5227,multi,39.0000,77,0.073230,1
5228,multi,69.0000,47,0.073193,1
5229,multi,-3.0000,119,0.073157,1
5230,multi,65.0000,51,0.073120,1
5231,multi,21.0000,57,0.073083,1
5232,multi,115.0000,20,0.073047,1
5233,multi,81.0000,35,0.073010,1
5234,multi,-73.0000,151,0.072974,1
5235,multi,111.0000,24,0.072937,1
5236,multi,117.0000,18,0.072901,1
5237,multi,21.0000,114,0.072864,1
5238,multi,117.0000,18,0.072828,1
5239,multi,-591.0000,350,0.072792,0
5240,multi,115.0000,20,0.072755,1
5241,multi,41.0000,56,0.072719,1
5242,multi,85.0000,50,0.072682,1
5243,multi,115.0000,20,0.072646,1
5244,multi,-117.0000,195,0.072610,1
5245,multi,79.0000,56,0.072573,1
5246,multi,-540.0000,350,0.072537,0
5247,multi,23.0000,74,0.072501,1
5248,multi,117.0000,18,0.072465,1
5249,multi,77.0000,58,0.072428,1
5250,multi,-478.0000,350,0.072392,0
5251,multi,35.0000,81,0.072356,1
5252,multi,85.0000,50,0.072320,1
5253,multi,67.0000,49,0.072284,1
5254,multi,109.0000,26,0.072248,1
5255,multi,107.0000,28,0.072211,1
